exercise_name,equipment,mechanics,force,desc,execution,muscle_group,level
Twist,Cable (pull side),Isolated,Pull,"Grasp stirrup from shoulder height cable pulley with both hands. Step and turn lower body away from pulley until near arm is horizontal and straight. Position feet wide apart facing away from pulley, furthest foot further away from pulley. Raise heel of nearest foot off floor. Bend knees of both legs slightly. Place far hand over other hand or interlace fingers.","Keeping arms straight, rotate torso to opposite side until cable makes contact with shoulder. Return to original position and repeat. Continue with opposite side.",Hips,2
Hip Abduction,Suspended,Isolated,Push,"Sit on floor facing suspension trainer loops in low position. Grasp bottom of loops, then lay supine. Raise legs and place heels in loops with soles contacting handles. Extend legs out and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor.",Pull legs apart as far as possible. Return by placing legs together and repeat.,Hips,2
Side Bend,Suspended,Isolated,Pull,"Grasp handles, step away, and face body to one side of suspension trainer anchor. Hold handles above head with arms bent. Stand far enough away to make suspension trainer straps taut. Step in just enough to achieve desired lean of body, while keeping tension on suspension trainer straps.",Lower hips away from direction of suspension trainer anchor by laterally flexing spine. Return to original upright position and repeat. Reposition body facing opposite direction. Continue with other side.,Hips,2
Assisted Wheel Rollout,Cable,Isolated,Pull,"With ab wheel attached to cable via double looped strap attachment, straddle cable facing away from low pulley. Kneel with both knees on mat. Grasp handles on wheel to each side with overhand grip. Position wheel near front of knees and lean over wheel with arms extended downward, supporting upper body.","With arms straight, roll wheel out as far as possible. Lower body gently to floor extending arms forward. Raise body back up by flexing hips and pulling arms back to original position. Return until hips are extended. Repeat.",Hips,3
Lying Leg Raise,Cable,Isolated,Pull,"Attach cable ankle straps to both ankles, then attach ankle straps to cable. Lie supine on floor or mat, back far enough so cable is taut. Grasp support behind head.",Raise legs by flexing hips and knees until thighs are just past perpendicular to torso or before hips raise off of bench. Return until hips and knees are extended. Repeat.,Hips,2
Lying Leg Raise:  on bench,Cable,Isolated,Pull,Attach cable ankle straps to both ankles. Sit on end of bench facing pulley at bench height. Attach cable to both ankle straps. Lie supine on bench until cable is taut. Grasp sides of bench behind head.,Raise legs by flexing hips and knees until thighs are past perpendicular to torso or before hips raise off of bench. Return until hips and knees are extended. Repeat.,Hips,2
Lying Leg Raise:  Straight Leg,Cable,Isolated,Pull,"Attach cable ankle straps to both ankles, then attach ankle straps to cable. Lie supine on floor, mat, or bench back far enough so cable is taut. Grasp support behind head.","With knees straight, raise legs by flexing hips until thighs are just past perpendicular to torso or before hips raise off of mat. Return until hips are extended. Repeat.",Hips,3
Standing Leg Raise,Cable,Isolated,Pull,Attach cable ankle cuff to one ankle. Stand facing away from low pulley. Step  forward  with opposite leg so leg with cuff is pulled back. Grasp lateral bars or other prop for support.,"Raise knee by flexing hip while allowing lower leg to bend back under resistance. When thigh is just beyond horizontal, lower leg until hip and knee is extended. Repeat. Continue with opposite leg.",Hips,2
Standing Leg Raise:  Straight Leg,Cable,Isolated,Pull,"Stand facing away from low pulley. Place foot in cable boot or foot harness. Grasp lateral bars or other prop for support. Stand forward on free leg, allowing leg attached to cable to be pulled back.",Raise leg upward by flexing hip while keeping knee straight. Raise leg as high as possible. Lower leg to original starting position. Repeat. Continue with opposite leg.,Hips,3
Hip Flexion,Lever,Isolated,Pull,Stand on platform facing to one side and grasp bar for support. Position front of leg nearest to machine against padded roller while standing on other leg.,Raise lever by flexing hip until knee is higher than hip. Return until hip is extended. Repeat. Continue with opposite leg.,Hips,2
Lying Leg Raise,Lever,Isolated,Pull,Sit on end of bench with both legs over padded lever and hips aligned with fulcrum. Strap legs onto padded lever. Lie supine on bench. Grasp handles near head.,Raise legs by flexing hips until they are completely flexed. Lower legs until hips are extended. Repeat.,Hips,2
Vertical Leg Raise,Lever,Isolated,Pull,Grasp handles slightly to front and stand on foot bar with knees slightly bent and hips against pad.,"With back straight, raise legs as high as possible by flexing hips. Return and repeat.",Hips,4
Decline Sit-up,Weighted,Isolated,Pull,Sit on apparatus with lower leg secured under padded bar. Hold weight in front of chest (as shown) orbehind neckor use no weight.,Lower body back until hips are almost extended. Raise body by flexing hips until torso is upright. Repeat.,Hips,3
Hanging Leg Raise,Weighted,Isolated,Pull,Place weight between ankles or use no weight. Grasp and hang from high bar.,Raise legs by flexing hips and knees until hips are completely flexed or knees are well above hips. Return until hips and knees are extended. Repeat.,Hips,4
Hanging Leg Raise:  Straight Leg,Weighted,Isolated,Pull,Place weight between ankles or use no weight. Grasp and hang from high bar.,"With knees straight, raise legs by flexing hips until thighs are just past parallel to floor. Return until hips are extended downward. Repeat.",Hips,5
Incline Leg Raise,Weighted,Isolated,Pull,Sit on incline board. Place weight between feet or use no weight. Lie supine on incline board with torso elevated. Grasp feet hooks or sides of board for support.,Raise legs by flexing hips and knees until hips are completely flexed. Return until hips and knees are extended. Repeat.,Hips,3
Incline Leg Raise:  arms on pads,Weighted,Isolated,Pull,Sit on bottom edge of incline board and place weight between feet. Lie back on incline board. Grasp handles and place forearms on arm pads to each side.,Raise legs by flexing hips and knees until hips are completely flexed. Return until hips and knees are extended. Repeat.,Hips,3
Incline Straight Leg Raise,Weighted,Isolated,Pull,Sit on incline board. Place weight between ankles. Lie supine on incline board with torso elevated. Grasp feet hooks or sides of board for support.,"With knees straight, raise legs by flexing hips until thighs are just past perpendicular to torso. Return until hips and knees are extended. Repeat.",Hips,4
Incline Straight Leg Raise:  arms on pads,Weighted,Isolated,Pull,Sit on bottom edge of incline board and place weight between feet. Lie back on incline board. Grasp handles and place forearms on arm pads to each side.,"With knees straight, raise legs by flexing hips until hips are flexed. Return until hips and knees are extended. Repeat.",Hips,4
